selection1674376.cpp,none
counting1833899.cpp,counting
selection1179237.cpp,none
merge1519521.cpp,merge
quick1670903.cpp,none
quick4476229.cpp,none
selection2848874.cpp,none
bubble940920.cpp,merge
quick1956267.cpp,none
quick2845632.cpp,none
merge2616025.cpp,merge
merge2686165.cpp,none
merge1707052.cpp,none
merge1627388.cpp,none
quick882676.cpp,none
insertion2692503.cpp,insertion
selection2925608.cpp,none
insertion2252698.cpp,insertion
quick4446741.cpp,none
merge2632946.cpp,none
quick2916338.cpp,none
bubble2925584.cpp,selection
quick1408869.cpp,none
quick2350050.cpp,none
bubble2036474.cpp,none
bubble2127000.cpp,none
quick4262467.cpp,none
selection1510180.cpp,bubble
quick3771234.cpp,none
merge2763093.cpp,none
counting3118558.cpp,counting
bubble1623357.cpp,none
merge4609155.cpp,none
insertion614876.cpp,insertion
quick2713012.cpp,none
counting2651216.cpp,counting
selection773486.cpp,none
selection2398016.cpp,none
quick1038943.cpp,none
quick3476141.cpp,none
insertion886616.cpp,insertion
selection650441.cpp,merge
merge1300910.cpp,none
bubble2692522.cpp,selection
selection1230411.cpp,selection
bubble2612286.cpp,none
merge4123845.cpp,merge
merge2346297.cpp,none
selection1583278.cpp,none
bubble656844.cpp,selection
bubble4261240.cpp,merge
bubble1181852.cpp,selection
merge877303.cpp,merge
quick2295339.cpp,none
bubble1510167.cpp,selection
insertion376593.cpp,insertion
insertion1179233.cpp,none
selection1553625.cpp,none
selection656855.cpp,bubble
bubble907604.cpp,selection
quick4005803.cpp,none
selection2692533.cpp,none
selection1806847.cpp,selection
counting1833900.cpp,counting
counting2380285.cpp,counting
selection379275.cpp,none
merge1985095.cpp,merge
merge2389438.cpp,merge
counting3097992.cpp,counting
quick2270634.cpp,none
counting715487.cpp,none
bubble2398015.cpp,selection
insertion1674259.cpp,insertion
bubble2402286.cpp,none
bubble1880720.cpp,merge
selection655723.cpp,none
insertion1236562.cpp,insertion
merge4262026.cpp,none
insertion4814472.cpp,insertion
quick2800144.cpp,none
merge2379688.cpp,merge
quick3190266.cpp,none
quick2219423.cpp,none
counting1315182.cpp,counting
merge3078852.cpp,none
counting3222255.cpp,counting
merge1820831.cpp,merge
