bubble1951910.cpp,bubble
counting2122750.cpp,counting
selection2736418.cpp,selection
insertion1973405.cpp,insertion
selection444644.cpp,bubble
quick2713012.cpp,quick
merge877303.cpp,merge
quick2824225.cpp,none
quick3103810.cpp,none
selection2925608.cpp,selection
quick2309102.cpp,none
quick970351.cpp,quick
quick4005803.cpp,none
selection2222747.cpp,selection
merge3944042.cpp,merge
selection689409.cpp,selection
quick2512974.cpp,none
selection3456041.cpp,bubble
quick3854249.cpp,quick
selection1623686.cpp,bubble
counting1833910.cpp,counting
merge4123845.cpp,merge
quick1876852.cpp,quick
quick2398011.cpp,quick
bubble1218495.cpp,selection
insertion866455.cpp,insertion
counting3190411.cpp,counting
counting1315182.cpp,counting
merge2973410.cpp,merge
quick2389559.cpp,quick
quick2138699.cpp,none
bubble444638.cpp,selection
quick1309005.cpp,none
insertion886616.cpp,insertion
merge2389438.cpp,merge
merge2616025.cpp,merge
bubble1623357.cpp,selection
insertion4814472.cpp,insertion
bubble590829.cpp,bubble
merge4262026.cpp,merge
merge2632946.cpp,merge
quick2270634.cpp,none
bubble4261240.cpp,merge
merge2216666.cpp,none
quick4446741.cpp,none
counting2327210.cpp,counting
merge1707052.cpp,none
counting3941449.cpp,counting
merge1498915.cpp,quick
quick2328472.cpp,quick
selection2729789.cpp,selection
merge2856577.cpp,merge
counting3118558.cpp,counting
quick882676.cpp,quick
counting1707272.cpp,counting
merge3182481.cpp,merge
bubble2398015.cpp,selection
merge1904952.cpp,merge
merge2895301.cpp,merge
quick4476229.cpp,none
quick1670903.cpp,quick
counting2824255.cpp,counting
selection2612347.cpp,bubble
quick3771234.cpp,quick
merge1266138.cpp,merge
bubble2145940.cpp,selection
selection3220539.cpp,selection
insertion3300351.cpp,insertion
merge2763093.cpp,merge
quick1707176.cpp,none
quick2845632.cpp,quick
selection879891.cpp,selection
merge3078852.cpp,merge
quick2219423.cpp,quick
quick899366.cpp,quick
insertion2057431.cpp,insertion
quick2287619.cpp,quick
merge1982964.cpp,merge
quick773478.cpp,none
selection513085.cpp,selection
quick1788405.cpp,quick
merge1985095.cpp,merge
merge1820831.cpp,merge
quick4262467.cpp,quick
quick1613001.cpp,quick
merge710274.cpp,none
quick559550.cpp,none
insertion2729694.cpp,insertion
merge4406125.cpp,merge
selection655723.cpp,bubble
quick2350050.cpp,none
merge1519521.cpp,merge
merge1266095.cpp,none
bubble2612286.cpp,selection
selection1674376.cpp,bubble
quick1500085.cpp,merge
counting3097992.cpp,counting
quick3333106.cpp,quick
bubble3456032.cpp,selection
selection1094659.cpp,selection
quick1038943.cpp,none
quick2916338.cpp,quick
quick3190266.cpp,quick
counting2380285.cpp,counting
counting2269889.cpp,counting
merge3244046.cpp,merge
quick3476141.cpp,none
selection656855.cpp,bubble
merge816717.cpp,none
quick3100695.cpp,quick
insertion1221697.cpp,insertion
insertion771410.cpp,insertion
bubble1181852.cpp,bubble
quick3121922.cpp,quick
insertion2736323.cpp,insertion
bubble2402286.cpp,bubble
merge1300910.cpp,none
quick1408869.cpp,quick
merge1264017.cpp,merge
quick717377.cpp,none
merge1187783.cpp,merge
merge1820856.cpp,merge
selection2145956.cpp,bubble
merge864202.cpp,merge
quick2800144.cpp,quick
merge3240056.cpp,merge
merge4609155.cpp,merge
merge2326948.cpp,none
bubble1674363.cpp,selection
quick3965110.cpp,quick
counting1523645.cpp,counting
selection2398016.cpp,none
merge3291030.cpp,none
bubble869922.cpp,bubble
selection1218504.cpp,bubble
counting3222255.cpp,counting
quick1956267.cpp,none
quick3345434.cpp,none
selection1553625.cpp,selection
bubble656844.cpp,selection
merge2379688.cpp,merge
bubble655718.cpp,selection
insertion2130492.cpp,insertion
