bubble2127000.cpp,none
merge2616025.cpp,merge
insertion903470.cpp,none
counting1833900.cpp,none
quick4476229.cpp,none
quick2295339.cpp,none
merge2379688.cpp,merge
selection1583278.cpp,none
bubble2692522.cpp,none
counting1833910.cpp,none
quick2350050.cpp,none
insertion2252698.cpp,none
merge1627388.cpp,none
quick882676.cpp,none
insertion1179233.cpp,none
counting1833899.cpp,none
insertion2692503.cpp,insertion
bubble940920.cpp,none
counting2651216.cpp,counting
counting3118558.cpp,none
counting3097992.cpp,counting
quick1408869.cpp,none
merge4609155.cpp,none
merge4262026.cpp,none
selection1806847.cpp,selection
insertion379866.cpp,none
selection2398016.cpp,none
merge1707052.cpp,none
selection2925608.cpp,none
selection2848874.cpp,selection
bubble2925584.cpp,selection
quick2270634.cpp,none
quick2800144.cpp,none
selection773486.cpp,none
bubble4261240.cpp,merge
counting3068036.cpp,none
insertion886616.cpp,insertion
bubble2674080.cpp,none
quick2845632.cpp,none
quick1038943.cpp,none
insertion2672713.cpp,none
selection444644.cpp,none
bubble3436200.cpp,none
counting1985388.cpp,none
bubble2612286.cpp,none
merge877303.cpp,merge
counting2219599.cpp,none
quick4446741.cpp,none
merge1519521.cpp,merge
insertion906336.cpp,none
selection1553625.cpp,selection
selection1230411.cpp,none
bubble2398015.cpp,selection
merge4123845.cpp,merge
bubble2402286.cpp,none
