bubble2127000.cpp,none
merge2616025.cpp,none
insertion903470.cpp,counting
counting1833900.cpp,counting
quick4476229.cpp,quick
quick2295339.cpp,none
merge2379688.cpp,none
selection1583278.cpp,none
bubble2692522.cpp,insertion
counting1833910.cpp,counting
quick2350050.cpp,none
insertion2252698.cpp,none
merge1627388.cpp,none
quick882676.cpp,quick
insertion1179233.cpp,none
counting1833899.cpp,none
insertion2692503.cpp,none
bubble940920.cpp,none
counting2651216.cpp,none
counting3118558.cpp,counting
counting3097992.cpp,counting
quick1408869.cpp,none
merge4609155.cpp,none
merge4262026.cpp,none
selection1806847.cpp,none
insertion379866.cpp,insertion
selection2398016.cpp,none
merge1707052.cpp,none
selection2925608.cpp,none
selection2848874.cpp,none
bubble2925584.cpp,none
quick2270634.cpp,quick
quick2800144.cpp,quick
selection773486.cpp,none
bubble4261240.cpp,none
counting3068036.cpp,counting
insertion886616.cpp,none
bubble2674080.cpp,insertion
quick2845632.cpp,quick
quick1038943.cpp,quick
insertion2672713.cpp,bubble
selection444644.cpp,selection
bubble3436200.cpp,insertion
counting1985388.cpp,insertion
bubble2612286.cpp,bubble
merge877303.cpp,none
counting2219599.cpp,counting
quick4446741.cpp,quick
merge1519521.cpp,none
insertion906336.cpp,insertion
selection1553625.cpp,none
selection1230411.cpp,selection
bubble2398015.cpp,none
merge4123845.cpp,none
bubble2402286.cpp,none
