insertion2729694.cpp,insertion
quick2309102.cpp,quick
quick2287619.cpp,quick
merge2209030.cpp,merge
merge1985095.cpp,merge
merge1498915.cpp,quick
quick2278298.cpp,quick
quick3001612.cpp,quick
quick3771234.cpp,quick
selection2729789.cpp,selection
quick1618897.cpp,quick
selection1673567.cpp,bubble
bubble1673563.cpp,selection
quick3965110.cpp,quick
merge2926979.cpp,merge
counting3190411.cpp,counting
quick2982971.cpp,quick
quick1956267.cpp,merge
merge3291030.cpp,merge
quick2764881.cpp,quick
quick882676.cpp,none
quick3103810.cpp,quick
insertion1799419.cpp,insertion
quick1707176.cpp,quick
quick4513152.cpp,quick
bubble1218495.cpp,selection
quick1408869.cpp,quick
quick2328472.cpp,quick
quick2398011.cpp,quick
quick1219409.cpp,none
bubble3436200.cpp,selection
counting2218083.cpp,counting
merge2616025.cpp,merge
merge3182481.cpp,merge
quick1876852.cpp,quick
bubble1221741.cpp,insertion
quick2274785.cpp,quick
quick717377.cpp,merge
quick1298614.cpp,quick
counting2771179.cpp,counting
merge4609155.cpp,merge
quick1500085.cpp,merge
merge2636807.cpp,merge
quick2485139.cpp,quick
counting408869.cpp,counting
merge2858797.cpp,merge
quick2138699.cpp,quick
merge2216666.cpp,merge
merge3806839.cpp,merge
merge1820831.cpp,merge
quick3190266.cpp,quick
quick4005803.cpp,quick
merge2398028.cpp,merge
bubble1203203.cpp,insertion
quick2713012.cpp,quick
counting2327210.cpp,counting
quick2916338.cpp,quick
quick3854249.cpp,quick
bubble4814554.cpp,bubble
quick1272118.cpp,quick
selection863550.cpp,bubble
quick3055095.cpp,quick
quick3770772.cpp,merge
quick2219423.cpp,quick
merge2379688.cpp,merge
quick1038943.cpp,quick
quick1938215.cpp,quick
merge2870180.cpp,merge
quick1670903.cpp,quick
quick2572132.cpp,quick
selection3436251.cpp,bubble
selection655723.cpp,bubble
merge3078852.cpp,merge
merge2711591.cpp,merge
selection1218504.cpp,bubble
merge680196.cpp,merge
quick2091489.cpp,quick
insertion1203181.cpp,bubble
bubble655718.cpp,selection
quick4244334.cpp,quick
selection879891.cpp,bubble
quick1457662.cpp,quick
merge873958.cpp,quick
merge1707052.cpp,merge
merge2277885.cpp,merge
quick2389559.cpp,quick
quick1788405.cpp,quick
counting2397958.cpp,counting
bubble1583262.cpp,selection
insertion2144895.cpp,insertion
merge3770683.cpp,quick
merge1685919.cpp,merge
selection2736418.cpp,selection
quick4262467.cpp,quick
counting2122750.cpp,counting
merge3645703.cpp,merge
quick1273642.cpp,quick
quick1538196.cpp,quick
bubble2729780.cpp,bubble
merge710274.cpp,merge
quick4446741.cpp,quick
quick1613001.cpp,quick
quick2219612.cpp,quick
quick899366.cpp,quick
merge2125031.cpp,merge
quick1811500.cpp,quick
merge4262026.cpp,merge
counting3222255.cpp,counting
merge4123845.cpp,merge
bubble879889.cpp,selection
merge877303.cpp,merge
selection1963713.cpp,selection
quick2295339.cpp,quick
quick865707.cpp,quick
selection1583278.cpp,bubble
quick2845632.cpp,quick
quick408959.cpp,quick
quick1190666.cpp,quick
selection1880735.cpp,selection
quick3744425.cpp,quick
insertion1221697.cpp,bubble
merge2952638.cpp,merge
quick2552972.cpp,quick
quick1380566.cpp,quick
counting3449407.cpp,counting
quick3098006.cpp,quick
merge2856577.cpp,merge
quick2550184.cpp,quick
quick3662338.cpp,quick
counting3097992.cpp,counting
counting882361.cpp,counting
quick1528485.cpp,quick
merge1266138.cpp,merge
bubble2705981.cpp,bubble
merge2389438.cpp,merge
quick3637082.cpp,quick
quick3100695.cpp,quick
merge2552087.cpp,merge
quick4168798.cpp,quick
merge864202.cpp,merge
quick3121922.cpp,quick
quick970351.cpp,quick
counting827270.cpp,counting
counting2219599.cpp,counting
merge1820972.cpp,quick
bubble2736417.cpp,bubble
insertion2736323.cpp,insertion
quick4207889.cpp,quick
merge713287.cpp,quick
merge2546954.cpp,merge
merge1219270.cpp,quick
quick2270634.cpp,quick
quick2512974.cpp,quick
quick2478296.cpp,quick
merge3277649.cpp,merge
merge3944042.cpp,merge
bubble863543.cpp,selection
quick3333106.cpp,quick
merge3244046.cpp,merge
merge1820856.cpp,merge
quick2824225.cpp,quick
